"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gxs"
"remanei_genome_00009033_latens_genome_00014412",84374.9073474558,-2.69840933941931,0.601692303665183,-4.4846997759188,7.30166681956913e-06,1.44910999191804e-05,-1
"remanei_genome_00010241_latens_genome_00013016",2.40370631488709,0.513721659203677,1.043671179834,0.492225587071768,0.622559878079784,0.670710369291988,0
"remanei_genome_00010240_latens_genome_00013015",1.98951090118868,-0.27714378976709,1.23830464457409,-0.223809052951112,0.82290588541099,0.852687725079001,0
"remanei_genome_00002206_latens_genome_00001796",172.776830099307,-1.01009272993912,0.260212466174094,-3.88179991831491,0.000103686172436622,0.000185862758440658,-1
"remanei_genome_00009029_latens_genome_00014415",242.311018562998,0.606663854564292,0.252604321219157,2.40163688268007,0.0163219012644642,0.0231070627495229,1
"remanei_genome_00002627_latens_genome_00001272",30.7579870524056,0.420834909068774,0.339524056143071,1.23948480661246,0.215166011949901,0.257648257552362,0
"remanei_genome_00002836_latens_genome_00001030",8.30891259924883,2.25584387418461,0.684102749541785,3.29752201068565,0.000975420291306334,0.00159264879276039,1
"remanei_genome_00003469_latens_genome_00000327",8.55102886778465,0.270228704665869,0.907947849042038,0.297625799709733,0.765988781142456,0.802191339352745,0
"remanei_genome_00001292_latens_genome_00002818",362.891404995901,0.432235660264465,0.3603389795326,1.19952512721528,0.23032382033955,0.274159051459931,0
"remanei_genome_00014136_latens_genome_00018578",74.4935300440726,-0.0827664351912712,0.536882645634634,-0.154161129744537,0.877482689722592,0.899521914466369,0
"remanei_genome_00003376_latens_genome_00000460",4.33677145185759,0.506007719189874,0.834406429452059,0.606428355929808,0.54423034366123,0.596321913886821,0
"remanei_genome_00003330_latens_genome_00018566",3.0410485195101,0.261181054413447,1.0154335290234,0.257211375189313,0.797015603222502,0.830023694747305,0
"remanei_genome_00003067_latens_genome_00000124",0.133629282844427,-0.48789449329361,2.99359422878667,-0.162979500896271,0.870534574772963,0.893422368545655,0
"remanei_genome_00003622_latens_genome_00000123",54.7199817339078,-0.193627300602595,0.451311940958802,-0.429032079654791,0.667899879212016,0.712016479680768,0
"remanei_genome_00002860_latens_genome_00001001",346.155770609589,-1.00532229678569,0.779741270002565,-1.28930240768504,0.1972929742797,0.237856891598833,0
"remanei_genome_00013337_latens_genome_00009764",8.04813470796052,-0.418711527099219,0.899509868253014,-0.465488530895632,0.641581648311191,0.688441615272708,0
"remanei_genome_00002112_latens_genome_00001917",27.9023540515579,0.811332701045405,0.57663384208062,1.40701540880421,0.159422819693076,0.195197376022488,0
"remanei_genome_00003825_latens_genome_00020939",12.4402189255252,1.91438307623745,0.725544022346946,2.63854847848504,0.00832617947873995,0.0122726605972031,1
"remanei_genome_00009000_latens_genome_00014447",12.1120596360353,0.240693514192156,0.451667517363732,0.532899765732597,0.594102967407493,0.64330414050059,0
"remanei_genome_00002593_latens_genome_00001307",131.34650678631,0.845449907970038,0.416313534474153,2.03080091796181,0.0422751938890264,0.0564847068200843,0
"remanei_genome_00003117_latens_genome_00000730",0.231486486787635,-0.225793417424117,2.99289366826846,-0.0754431805640291,0.939862103958443,0.951768846027504,0
"remanei_genome_00008006_latens_genome_00017733",2.95655265833157,1.72888782230069,0.803031413606454,2.15295166914601,0.0313224771137232,0.0426613472647404,1
"remanei_genome_00002154_latens_genome_00001867",5.98413308701172,1.82112258576219,0.750188265092585,2.42755408275739,0.0152010202484525,0.0216182270595447,1
"remanei_genome_00002596_latens_genome_00001304",13.0113832343206,1.11477776502082,0.605119025402508,1.84224543969561,0.0654392565312451,0.0851306274657585,0
"remanei_genome_00002352_latens_genome_00001620",36.1177350267833,2.44973801813493,0.512384894736952,4.78105042380801,1.74381612295173e-06,3.68697258683607e-06,1
"remanei_genome_00002547_latens_genome_00001362",39.5427662362598,-0.779466605719641,0.350196348884148,-2.22579877889448,0.0260276626558235,0.0358240522901187,-1
"remanei_genome_00017275_latens_genome_00021659",2862.81006362116,-1.68431437257175,0.140611323235358,-11.9785116434222,4.60517117872825e-33,5.88375248220389e-32,-1
"remanei_genome_00018541_latens_genome_00011825",1130.42243045232,-1.01411466725494,0.217612523425472,-4.66018522873414,3.15924951848819e-06,6.50151762977155e-06,-1
"remanei_genome_00000278_latens_genome_00022448",5792.91942432326,-2.09834059371924,0.191753207753586,-10.9429230326917,7.18454874303784e-28,6.10982397223003e-27,-1
"remanei_genome_00013438_latens_genome_00009897",2526.57174812611,-1.85665280061301,0.19819210429617,-9.36794534376861,7.3958173463937e-21,3.82849018224266e-20,-1
"remanei_genome_00013629_latens_genome_00021521",630.036703288977,0.855758882742734,0.227568016969486,3.76045322246438,0.000169605789349651,0.00029782483841861,1
"remanei_genome_00004077_latens_genome_00018120",102.694014957998,0.923675777372583,0.55336316017124,1.6692035969412,0.0950770375135707,0.12060215943059,0
"remanei_genome_00014014_latens_genome_00022212",298.800336070542,-2.31333545855417,0.327182024720141,-7.07048457363422,1.54393598801005e-12,4.94678416774015e-12,-1
"remanei_genome_00010942_latens_genome_00003571",4.17452825280326,-1.89196509105401,1.43613793256079,-1.31739789623161,0.187705285748737,0.227215953937982,0
"remanei_genome_00016295_latens_genome_00010427",56.868612254765,2.19851586437639,0.5257696016469,4.18151954295159,2.8956735660777e-05,5.44505036343528e-05,1
"remanei_genome_00008892_latens_genome_00014571",5180.40953992296,1.65465552214681,0.607660523317923,2.72299328103812,0.00646933735764112,0.00966621364620062,1
"remanei_genome_00010759_latens_genome_00020561",405.288549413708,-0.119672140955997,1.04735665436801,-0.11426111674271,0.909030804921062,0.926205755253055,0
"remanei_genome_00009606_latens_genome_00013710",92.4359024914927,3.43000690254169,1.06737965967515,3.21348347933255,0.00131135341820764,0.00211695764603176,1
"remanei_genome_00003680_latens_genome_00000063",451.512436663077,1.22775757540204,0.306690930208538,4.00324057371769,6.24807091092061e-05,0.000114039820839801,1
"remanei_genome_00008542_latens_genome_00015025",2937.01664896732,0.944343582406232,0.304270472664169,3.10363202231762,0.00191160925178066,0.00302987358745405,1
"remanei_genome_00003427_latens_genome_00000401",131.056625377866,-1.16937127891994,0.474186358295349,-2.46605845668716,0.0136609037737637,0.0195576622295968,-1
"remanei_genome_00008540_latens_genome_00015027",32.1091915653884,1.67858286519274,0.384113769741686,4.37001481702044,1.24238106146684e-05,2.41463205867372e-05,1
"remanei_genome_00003432_latens_genome_00000395",641.009254920481,0.117175368697463,0.385646956129334,0.30384103085768,0.761249005479664,0.79784126289027,0
"remanei_genome_00003466_latens_genome_00000332",40.2889978135782,-0.562151084895541,0.682647416723118,-0.823486724074941,0.41023126372813,0.464902334941703,0
"remanei_genome_00002489_latens_genome_00001445",741.732207604725,0.2632327264729,0.26314215802222,1.00034418069442,0.31714397322286,0.367695756616807,0
"remanei_genome_00002403_latens_genome_00001558",154.39494592172,-0.577697989861198,0.691516911442331,-0.83540688637139,0.403488653826467,0.458146934177389,0
"remanei_genome_00002397_latens_genome_00001560",473.564711853512,0.352039352254702,0.238623367502326,1.47529286816921,0.140133822991757,0.173158827195483,0
"remanei_genome_00002399_latens_genome_00001559",426.87742983698,-0.431840157674945,0.725417871580641,-0.595298481872237,0.551643970525675,0.603460304376274,0
"remanei_genome_00003437_latens_genome_00000387",125.730270596444,0.524561843071164,0.494658686878579,1.06045209957048,0.288938970763729,0.337551356657559,0
"remanei_genome_00011276_latens_genome_00007457",134.339788107305,-0.271262807704952,0.542513549646357,-0.500011120241655,0.617067247370718,0.665647413053824,0
"remanei_genome_00003458_latens_genome_00000345",372.339333219896,-0.665477174180166,0.362047475887617,-1.83809367141324,0.0660486035843893,0.0858817322485891,0
"remanei_genome_00002934_latens_genome_00000906",572.156067225108,-0.0803817426502561,0.31129306180557,-0.258218869974241,0.796237995500835,0.829406857775596,0
"remanei_genome_00003433_latens_genome_00000358",330.696850815527,0.567308245795528,0.347239349158081,1.63376716138602,0.102307750060806,0.12911545750155,0
"remanei_genome_00002490_latens_genome_00001443",326.060559435699,-0.00866388739850292,0.272905556257436,-0.0317468340231598,0.974673945542406,0.980119299338738,0
"remanei_genome_00002402_latens_genome_00001557",599.734968534416,-0.852609811007283,0.317592310226699,-2.68460470720681,0.00726156336365569,0.0107863133680496,-1
"remanei_genome_00002475_latens_genome_00001463",492.280661296357,0.602960452763456,0.273738703260845,2.20268615866458,0.0276168765008522,0.0378639389068249,1
"remanei_genome_00002936_latens_genome_00000905",77.6930416747605,-0.131181125354486,0.27021926094744,-0.48546178719659,0.627348812681297,0.675111384571602,0
"remanei_genome_00003124_latens_genome_00000723",95.7738421302487,1.04942204693209,0.39921729291078,2.6286988704335,0.00857122224569543,0.0126061744047315,1
"remanei_genome_00014066_latens_genome_00022260",222.663671348314,-0.0590669480524496,0.237588582469934,-0.248610212824197,0.803662307802927,0.835699187989196,0
"remanei_genome_00003109_latens_genome_00000742",231.570224945236,0.233836170585219,0.307204820283919,0.761173507528648,0.44655343970974,0.501868060631268,0
"remanei_genome_00003450_latens_genome_00000353",74.2453085868817,-0.0604946431024976,0.319695857513517,-0.189225608279706,0.84991599771428,0.876203045988444,0
"remanei_genome_00003638_latens_genome_00000108",4.2924580425269,1.22387677112053,0.851404341500444,1.43748006847566,0.150581632250793,0.185114909627725,0
"remanei_genome_00002396_latens_genome_00001565",4268.63722760056,-1.11468104681672,0.241819077267301,-4.60956620715487,4.03510021074251e-06,8.21457332168745e-06,-1
"remanei_genome_00002635_latens_genome_00001261",1047.77670651376,0.833584881273881,0.302247332497229,2.75795612284361,0.00581640044846907,0.00873364119396858,1
"remanei_genome_00002634_latens_genome_00001263",1343.64577448791,1.00662387678228,0.20385717837055,4.93788781355809,7.89732490707644e-07,1.7192814340503e-06,1
"remanei_genome_00002633_latens_genome_00001266",1873.83407842472,0.470465751201142,0.180903744231717,2.60064131452431,0.00930496865445678,0.0136048692391165,1
"remanei_genome_00002685_latens_genome_00001210",1508.15976769192,0.544940387540827,0.231486133887976,2.35409516063948,0.0185678569967523,0.0260995691146644,1
"remanei_genome_00002686_latens_genome_00001207",1784.94167227818,0.96646538053097,0.120585789626456,8.01475350889049,1.10358112837678e-15,4.18849276196816e-15,1
"remanei_genome_00002565_latens_genome_00001341",1466.9430734179,0.037746872653874,0.142033535580346,0.265760283299581,0.790423832839298,0.824373687562415,0
"remanei_genome_00003559_latens_genome_00000210",1260.42377643818,0.470457803794569,0.224157804577265,2.09877949456989,0.0358363432428326,0.0484017719839828,1
"remanei_genome_00003560_latens_genome_00000209",448.747373519432,0.684935801808148,0.213341711755157,3.21051048186123,0.00132499436072244,0.0021371800931869,1
"remanei_genome_00002334_latens_genome_00001645",1982.91917894536,0.385546118199358,0.107023232647102,3.60245255785401,0.000315228944837209,0.000538358906093774,1
"remanei_genome_00002333_latens_genome_00001648",1027.51939748336,0.38244220253394,0.143400090310303,2.66695928647169,0.00765409435430576,0.0113471027920166,1
"remanei_genome_00002619_latens_genome_00001280",1098.23409336966,0.360059618028088,0.200282946157941,1.79775475114167,0.0722158807969182,0.0932597468110231,0
"remanei_genome_00002629_latens_genome_00001270",1850.52973482115,0.456222700358621,0.139440163563703,3.27181701956478,0.00106858711358975,0.00173863901142411,1
"remanei_genome_00002622_latens_genome_00001276",858.789909493411,0.67412194641058,0.128787134808952,5.23438888061763,1.65531617731764e-07,3.82179945478357e-07,1
"remanei_genome_00001860_latens_genome_00002197",1.96208994590641,0.969845066368101,1.13226872119454,0.856550258974667,0.39169348551037,0.445960668427442,0
"remanei_genome_00000861_latens_genome_00003295",97.0141929275156,-2.04868472638919,0.359542920409238,-5.69802549319381,1.21202931012839e-08,3.04435644900935e-08,-1
"remanei_genome_00000240_latens_genome_00022412",3.60030997888938,0.271611513559269,0.822176788191137,0.330356582015456,0.741130544122843,0.77974621534761,0
"remanei_genome_00000241_latens_genome_00022413",4.34430973430329,1.06415702004335,0.733658724837753,1.45047960859279,0.146924821523141,0.180967391617385,0
"remanei_genome_00002065_latens_genome_00001957",207.189111809537,-1.32051846742661,0.214001179194762,-6.17061304239269,6.80257197595081e-10,1.85396664284691e-09,-1
"remanei_genome_00013421_latens_genome_00009880",2.11999632002079,0.303343511590073,1.2617750438066,0.240410137352952,0.810012320156317,0.841275074256247,0
"remanei_genome_00008482_latens_genome_00015098",2.48960474742769,0.188309090189336,0.868132004930057,0.216912968442521,0.82827617085583,0.857590594668216,0
"remanei_genome_00008483_latens_genome_00015097",335.828693582973,-1.45569324518585,0.842849167884831,-1.72711002235309,0.0841479059885896,0.107500531026047,0
"remanei_genome_00002973_latens_genome_00000869",1.74633344678863,1.26081148435213,1.16733147566037,1.08008008919564,0.280106517440704,0.328036832042017,0
"remanei_genome_00002464_latens_genome_00001474",13.8525250906328,1.81158750267355,0.634351552085815,2.85580999481574,0.00429271943405544,0.00654212195670144,1
"remanei_genome_00002127_latens_genome_00001895",94.0459555123227,-0.613090104322313,0.334933974520546,-1.83048048559405,0.0671781221964201,0.0871900082015783,0
"remanei_genome_00002129_latens_genome_00001893",252.832593295137,0.261144314385791,0.308056525232882,0.847715574887998,0.396596390334575,0.450931103252555,0
"remanei_genome_00000260_latens_genome_00022428",3.37932849018173,2.61419846323783,0.687426796834469,3.80287541200889,0.000143026293934144,0.000252971163718083,1
"remanei_genome_00016370_latens_genome_00017031",4.67772062458263,-1.18852020863006,0.762402512030012,-1.55891433970417,0.11901665588628,0.148624165836601,0
"remanei_genome_00016454_latens_genome_00017145",352.544020416365,1.2268813942044,0.249044805440153,4.92634806028599,8.37807036081871e-07,1.81981120681129e-06,1
"remanei_genome_00012320_latens_genome_00008583",55.1793365720468,-1.26387711404763,0.370369462546295,-3.41247657233524,0.000643754601165307,0.00106825714093521,-1
"remanei_genome_00012327_latens_genome_00008592",13.3388015766332,0.385770598180177,0.337831145733584,1.14190359015743,0.253494096176619,0.299140409830357,0
"remanei_genome_00012157_latens_genome_00008411",1710.99586704858,0.493943036997913,0.222262669968188,2.22233916774513,0.0262603930538478,0.0361258639408942,1
"remanei_genome_00018359_latens_genome_00011607",9163.17060614246,-2.81024034793502,0.629634735498237,-4.4632867113204,8.07119374333615e-06,1.59546576748885e-05,-1
"remanei_genome_00008821_latens_genome_00014674",9710.34364951738,-2.62177033994198,0.502287574705973,-5.21965995570705,1.7925194159357e-07,4.12792843717795e-07,-1
"remanei_genome_00016427_latens_genome_00017106",23.2352278814806,2.08515439266725,0.374705520171612,5.56478162294556,2.62480905765348e-08,6.44585516206492e-08,1
"remanei_genome_00016438_latens_genome_00017116",0.529362219155925,-1.79670239949425,2.10028959822581,-0.855454600647448,0.392299527472271,0.446423563974377,0
"remanei_genome_00016367_latens_genome_00017028",654.412245449843,-0.0784760108117497,0.270213199054399,-0.290422566648755,0.771492981618414,0.807200230417022,0
"remanei_genome_00011272_latens_genome_00007453",5304.92574210701,-3.02567537197569,0.659620883321908,-4.58699148022441,4.49679024376957e-06,9.11027450110709e-06,-1
"remanei_genome_00011166_latens_genome_00007333",345.960611282927,-0.0245048507517568,0.233791486010096,-0.104814983513551,0.916522620417479,0.932282838191493,0
"remanei_genome_00007244_latens_genome_00018922",5.91216416195726,-0.686424560917188,0.921479424894951,-0.744915776058093,0.456322637387565,0.511349442947527,0
"remanei_genome_00007246_latens_genome_00018928",15.1168072991201,-2.35990469528416,0.648760416705042,-3.63755962065283,0.000275233494253127,0.000473157772478683,-1
"remanei_genome_00007231_latens_genome_00010201",10.5243387397007,-1.63035332368814,0.644551691169853,-2.52943766345422,0.0114245466184109,0.0165079965556894,-1
"remanei_genome_00016452_latens_genome_00017143",424.594669051709,0.271351052786271,0.260996658111384,1.03967251822232,0.298492072643347,0.347778876481984,0
"remanei_genome_00016453_latens_genome_00017142",137.229227827885,-0.669203114982314,0.722106312199806,-0.926737661305952,0.354062758492207,0.407016070630371,0
"remanei_genome_00016448_latens_genome_00017137",638.161731098375,-1.11164656399115,0.262995353509512,-4.22686769616615,2.36966902855282e-05,4.49243480381298e-05,-1
"remanei_genome_00013926_latens_genome_00020267",4.10913200748689,1.32274794773127,0.721121355110835,1.83429313021519,0.0666104933748019,0.0865788118320433,0
"remanei_genome_00017678_latens_genome_00010837",62.1514085053458,-0.332115854018066,0.224372295705404,-1.48019991939703,0.138819901948228,0.171724886537154,0
"remanei_genome_00002587_latens_genome_00001315",37.3002998203539,1.09841997728435,0.716596009537141,1.53283016185624,0.125317706936334,0.156071801960777,0
"remanei_genome_00003020_latens_genome_00000759",1.28588605711037,1.26871862002038,2.33777168321973,0.542704246581092,0.587333449920182,0.636744192275812,0
"remanei_genome_00002495_latens_genome_00001438",21.1001231350697,0.534139059999825,0.455150589726329,1.17354359646329,0.240577884724077,0.285226897057647,0
"remanei_genome_00007658_latens_genome_00020251",5.86800697808079,2.77489636528577,0.785545693546267,3.53244424618863,0.00041173703680519,0.00069684962568945,1
"remanei_genome_00003660_latens_genome_00000313",1.6998850538145,1.52903775829578,1.55140876132555,0.985580200661842,0.324339157821931,0.375288773048935,0
"remanei_genome_00003477_latens_genome_00000312",0.544844981878148,-0.237123617560152,2.97973062143809,-0.0795788773166718,0.936572195386553,0.948939216754745,0
"remanei_genome_00003500_latens_genome_00000291",12.9882582150017,2.34394770969672,0.765176974730173,3.06327527762224,0.00218928567230348,0.00344720075137091,1
"remanei_genome_00003277_latens_genome_00000520",9.95547597029156,-1.13041825162846,0.768881453017992,-1.47021136638343,0.141504517224383,0.174691795282616,0
"remanei_genome_00003476_latens_genome_00000315",1.82604296058791,-0.286870565996956,1.16015982436346,-0.247268143554576,0.80470071117341,0.836534888103782,0
"remanei_genome_00013625_latens_genome_00021516",2.69949705679742,-0.581339221847956,0.842916557825882,-0.689675883633598,0.490398035030793,0.544437535744713,0
"remanei_genome_00002548_latens_genome_00001361",6.29458802536294,-2.27247169244264,1.20144138758984,-1.89145447785959,0.0585637022339578,0.076773737537595,0
"remanei_genome_00006867_latens_genome_00012668",26.876182660368,1.43061837186185,0.687977838567445,2.0794541505011,0.0375756277910692,0.0506134547074408,0
"remanei_genome_00001576_latens_genome_00002504",46.7697163042313,-0.117557488351027,0.472647282681585,-0.248721388355518,0.803576303130768,0.835689482530976,0
"remanei_genome_00014253_latens_genome_00018429",1.13512631231223,-0.896001149553373,1.24994659489648,-0.716831545613017,0.473478044531859,0.528189360220505,0
"remanei_genome_00008744_latens_genome_00014772",12.0855014828917,-2.75903175013904,0.495358069404882,-5.5697724949827,2.55072174878899e-08,6.27079671232856e-08,-1
"remanei_genome_00004581_latens_genome_00006929",8.41737019271542,-0.324324522502225,0.537506263700862,-0.603387428956031,0.546250983106519,0.598188816111197,0
"remanei_genome_00014087_latens_genome_00018642",9.54854228767586,0.881990779486785,0.622171780632461,1.41760010167965,0.156307550453814,0.191610168659286,0
"remanei_genome_00014254_latens_genome_00018428",0.292458808396763,0.523915650043033,2.98551858015396,0.175485643775835,0.860698050352339,0.885289423219549,0
"remanei_genome_00014255_latens_genome_00018427",16.9618483994264,-0.972223329657676,0.533745753321018,-1.82151019208754,0.0685293388091227,0.0888406991242421,0
"remanei_genome_00014092_latens_genome_00018636",10.8699762218893,-1.77650177024044,0.490939865138525,-3.61857306034656,0.000296231874387983,0.000507502119071426,-1
"remanei_genome_00004570_latens_genome_00014588",165.26660310091,-0.461438311923763,0.402083557880554,-1.14761795870509,0.251126312748212,0.296685212703061,0
"remanei_genome_00000080_latens_genome_00019962",32.0522789644828,0.209697971683033,0.481275410922609,0.435713038571907,0.663044944529435,0.70752602344217,0
"remanei_genome_00000081_latens_genome_00019963",20.7744699855599,0.844481085969647,0.82021272801982,1.02958788265627,0.303203505862719,0.352839646132646,0
"remanei_genome_00001992_latens_genome_00002042",324210.149634766,-2.44121136515127,0.465151115593504,-5.24821135178066,1.53583041981996e-07,3.55448653521932e-07,-1
"remanei_genome_00002534_latens_genome_00001373",77.4840913874188,-1.93826889193758,0.644778454857402,-3.00610058747426,0.00264621445386837,0.00413370959592188,-1
"remanei_genome_00001286_latens_genome_00002833",7.40633009678196,0.795708968115499,0.61047543641184,1.30342503670974,0.192429693541842,0.232411038395382,0
"remanei_genome_00000773_latens_genome_00003399",3.68905112398208,-1.5307954707188,0.896885087094015,-1.70679108477398,0.0878608900793213,0.111977603643235,0
"remanei_genome_00003130_latens_genome_00000721",2.60239765723335,-0.605750911748492,1.27026698677266,-0.476868971685638,0.633455428050712,0.680802200091143,0
"remanei_genome_00001345_latens_genome_00002765",28.0238752289001,1.4701835553288,0.447675886971859,3.2840356117309,0.00102331990863779,0.00166801890424717,1
"remanei_genome_00002327_latens_genome_00001656",17.2743078811252,0.246197089488199,0.660356465468383,0.372824530935082,0.709279044013472,0.750823729051076,0
"remanei_genome_00002157_latens_genome_00001864",52.0175720840286,-1.32197051733955,0.572293864029476,-2.30995053490817,0.020890892822888,0.0291452372805964,-1
"remanei_genome_00000326_latens_genome_00003881",0.409106010696299,-0.972062605230541,2.98956016276919,-0.325152381054654,0.745065746523391,0.783456761496953,0
"remanei_genome_00006420_latens_genome_00004851",5.49748775254879,2.16855385914166,0.818642250848119,2.64896400948647,0.00807389293545594,0.0119243548545207,1
"remanei_genome_00003230_latens_genome_00000587",3.20167639621491,-1.46700994774516,0.912195959134288,-1.60821798546161,0.107787445456584,0.13542008023868,0
"remanei_genome_00001778_latens_genome_00002277",13.8351847969264,-0.889205272824653,0.597584240124436,-1.48799987201719,0.136750927384087,0.169355206642993,0
"remanei_genome_00000250_latens_genome_00022419",544.708814625409,-1.25166071219136,0.244305616012195,-5.12333990770346,3.00170516177748e-07,6.76971731816393e-07,-1
"remanei_genome_00002873_latens_genome_00000991",901.882247141548,1.01530343794231,0.455845425706484,2.22729763355366,0.02592738859001,0.0356970136354614,1
"remanei_genome_00001736_latens_genome_00002324",8449.94054113443,-2.2864231068115,0.440664399234459,-5.18858140295329,2.11902128211726e-07,4.8407992133839e-07,-1
"remanei_genome_00002754_latens_genome_00001130",0.871064912555796,0.516713054312354,2.97656878661456,0.173593520376878,0.862184924694747,0.886411390307102,0
"remanei_genome_00014035_latens_genome_00023041",26.6571576177234,-1.35603482659208,0.422027913801152,-3.2131401318421,0.00131292214658304,0.00211923531485961,-1
"remanei_genome_00002748_latens_genome_00001141",71.2859383910888,-0.048330168978999,0.778759150240189,-0.0620604829671571,0.950514666331245,0.959954327434559,0
"remanei_genome_00006784_latens_genome_00004429",7.32120829971464,4.01796719768818,0.774929290871708,5.18494686549842,2.16076459710858e-07,4.93364172929333e-07,1
"remanei_genome_00008481_latens_genome_00015099",30.2817993361347,1.13886077026087,0.38823933531215,2.93339872258231,0.00335273018066892,0.00517119927245834,1
"remanei_genome_00003017_latens_genome_00000841",6.26541494852735,1.27841207976837,0.641191288607439,1.99380762415671,0.0461730820665003,0.061350895110723,0
"remanei_genome_00000093_latens_genome_00019981",968.063436761369,1.09362382297355,0.258459788344916,4.23131129982242,2.32332860334375e-05,4.41080962614165e-05,1
